Time,VehicleID,RSU_ID
334.0,v_1,RSU_7
334.0,v_2,RSU_3
335.0,v_0,RSU_2
335.0,v_1,RSU_7
335.0,v_2,RSU_3
336.0,v_0,RSU_2
336.0,v_1,RSU_7
336.0,v_2,RSU_3
337.0,v_0,
337.0,v_1,RSU_7
337.0,v_2,RSU_3
338.0,v_0,
338.0,v_1,RSU_7
338.0,v_2,RSU_3
339.0,v_0,
339.0,v_1,RSU_7
339.0,v_2,RSU_3
340.0,v_0,
340.0,v_1,RSU_7
340.0,v_2,RSU_3
341.0,v_0,
341.0,v_1,RSU_7
341.0,v_2,RSU_3
342.0,v_0,
342.0,v_1,RSU_7
342.0,v_2,RSU_3
343.0,v_0,
343.0,v_1,RSU_7
343.0,v_2,RSU_3
344.0,v_0,
344.0,v_1,RSU_7
344.0,v_2,RSU_3
345.0,v_0,
345.0,v_1,RSU_7
345.0,v_2,RSU_3
346.0,v_0,
346.0,v_1,RSU_7
346.0,v_2,RSU_3
347.0,v_0,
347.0,v_1,RSU_7
347.0,v_2,RSU_3
348.0,v_0,
348.0,v_1,
348.0,v_2,RSU_3
349.0,v_0,
349.0,v_1,
349.0,v_2,RSU_3
350.0,v_0,
350.0,v_1,
350.0,v_2,RSU_3
351.0,v_0,
351.0,v_1,
351.0,v_2,RSU_3
352.0,v_0,
352.0,v_1,
352.0,v_2,RSU_3
353.0,v_0,
353.0,v_1,
353.0,v_2,RSU_3
354.0,v_0,
354.0,v_1,
354.0,v_2,RSU_3
355.0,v_0,
355.0,v_1,
355.0,v_2,RSU_3
356.0,v_0,
356.0,v_1,
356.0,v_2,RSU_3
357.0,v_0,
357.0,v_1,
357.0,v_2,RSU_3
358.0,v_0,
358.0,v_1,
358.0,v_2,RSU_3
359.0,v_0,RSU_3
359.0,v_1,
359.0,v_2,RSU_3
360.0,v_0,RSU_3
360.0,v_1,
360.0,v_2,RSU_3
361.0,v_0,RSU_3
361.0,v_1,
361.0,v_2,RSU_3
362.0,v_0,RSU_3
362.0,v_1,
362.0,v_2,RSU_3
363.0,v_0,RSU_3
363.0,v_1,
363.0,v_2,RSU_3
364.0,v_0,RSU_3
364.0,v_1,
364.0,v_2,RSU_3
365.0,v_0,RSU_3
365.0,v_1,
365.0,v_2,RSU_3
366.0,v_0,RSU_3
366.0,v_1,RSU_1
366.0,v_2,RSU_3
367.0,v_0,RSU_3
367.0,v_1,RSU_1
367.0,v_2,RSU_3
368.0,v_0,RSU_3
368.0,v_1,RSU_1
368.0,v_2,RSU_3
369.0,v_0,RSU_3
369.0,v_1,RSU_1
369.0,v_2,RSU_3
370.0,v_0,RSU_3
370.0,v_1,RSU_1
370.0,v_2,RSU_3
371.0,v_0,RSU_3
371.0,v_1,RSU_1
371.0,v_2,RSU_3
372.0,v_0,RSU_3
372.0,v_1,RSU_1
372.0,v_2,RSU_3
373.0,v_0,RSU_3
373.0,v_1,RSU_1
373.0,v_2,RSU_3
374.0,v_0,RSU_3
374.0,v_1,RSU_1
374.0,v_2,RSU_3
375.0,v_0,RSU_3
375.0,v_1,RSU_1
375.0,v_2,RSU_3
376.0,v_0,RSU_3
376.0,v_1,RSU_1
376.0,v_2,RSU_3
377.0,v_0,RSU_3
377.0,v_1,RSU_1
377.0,v_2,RSU_3
378.0,v_0,RSU_3
378.0,v_1,RSU_1
378.0,v_2,RSU_3
379.0,v_0,RSU_3
379.0,v_1,RSU_1
379.0,v_2,RSU_3
380.0,v_0,RSU_3
380.0,v_1,RSU_1
380.0,v_2,RSU_2
381.0,v_0,RSU_3
381.0,v_1,RSU_1
381.0,v_2,RSU_2
382.0,v_0,RSU_3
382.0,v_1,RSU_1
382.0,v_2,RSU_2
383.0,v_0,RSU_3
383.0,v_1,RSU_1
383.0,v_2,RSU_3
384.0,v_0,RSU_3
384.0,v_1,RSU_1
384.0,v_2,
385.0,v_0,RSU_3
385.0,v_1,RSU_1
385.0,v_2,
386.0,v_0,RSU_3
386.0,v_1,RSU_1
386.0,v_2,
387.0,v_0,RSU_3
387.0,v_1,RSU_1
387.0,v_2,
388.0,v_0,RSU_3
388.0,v_1,RSU_1
388.0,v_2,
389.0,v_0,RSU_3
389.0,v_1,RSU_1
389.0,v_2,
390.0,v_0,RSU_3
390.0,v_1,RSU_1
390.0,v_2,
391.0,v_0,RSU_3
391.0,v_1,RSU_1
391.0,v_2,
392.0,v_0,RSU_3
392.0,v_1,RSU_1
392.0,v_2,
393.0,v_0,RSU_3
393.0,v_1,RSU_1
393.0,v_2,
394.0,v_0,RSU_3
394.0,v_1,RSU_1
394.0,v_2,
395.0,v_0,RSU_3
395.0,v_1,RSU_1
395.0,v_2,
396.0,v_0,RSU_3
396.0,v_1,RSU_1
396.0,v_2,
397.0,v_0,RSU_3
397.0,v_1,RSU_1
397.0,v_2,
398.0,v_0,RSU_3
398.0,v_1,RSU_1
398.0,v_2,
399.0,v_0,RSU_3
399.0,v_1,RSU_1
399.0,v_2,
400.0,v_0,RSU_3
400.0,v_1,RSU_1
400.0,v_2,
401.0,v_0,RSU_3
401.0,v_1,RSU_1
401.0,v_2,
402.0,v_0,RSU_3
402.0,v_1,RSU_1
402.0,v_2,
403.0,v_0,RSU_3
403.0,v_1,RSU_1
403.0,v_2,
404.0,v_0,RSU_3
404.0,v_1,RSU_1
404.0,v_2,
405.0,v_0,RSU_3
405.0,v_1,RSU_1
405.0,v_2,
406.0,v_0,RSU_3
406.0,v_1,RSU_1
406.0,v_2,
407.0,v_0,RSU_3
407.0,v_1,RSU_1
407.0,v_2,
408.0,v_0,RSU_3
408.0,v_1,RSU_1
408.0,v_2,
409.0,v_0,RSU_3
409.0,v_1,RSU_1
409.0,v_2,
410.0,v_0,RSU_3
410.0,v_1,RSU_1
410.0,v_2,RSU_1
411.0,v_0,RSU_3
411.0,v_1,RSU_1
411.0,v_2,RSU_1
412.0,v_0,RSU_3
412.0,v_1,RSU_1
412.0,v_2,RSU_1
413.0,v_0,RSU_3
413.0,v_1,RSU_1
413.0,v_2,RSU_1
414.0,v_0,RSU_3
414.0,v_1,RSU_1
414.0,v_2,RSU_1
415.0,v_0,RSU_3
415.0,v_1,
415.0,v_2,RSU_1
416.0,v_0,RSU_3
416.0,v_1,
416.0,v_2,RSU_1
417.0,v_0,RSU_3
417.0,v_1,
417.0,v_2,RSU_1
418.0,v_0,RSU_3
418.0,v_1,
418.0,v_2,RSU_1
419.0,v_0,RSU_3
419.0,v_1,
419.0,v_2,RSU_1
420.0,v_0,RSU_3
420.0,v_1,
420.0,v_2,RSU_1
421.0,v_0,RSU_3
421.0,v_1,
421.0,v_2,RSU_1
422.0,v_0,RSU_3
422.0,v_1,
422.0,v_2,RSU_1
423.0,v_0,RSU_3
423.0,v_1,
423.0,v_2,RSU_1
424.0,v_0,RSU_3
424.0,v_1,
424.0,v_2,RSU_1
425.0,v_0,RSU_3
425.0,v_1,
425.0,v_2,RSU_1
426.0,v_0,RSU_3
426.0,v_1,
426.0,v_2,RSU_1
427.0,v_0,RSU_3
427.0,v_1,
427.0,v_2,RSU_1
428.0,v_0,RSU_3
428.0,v_1,
428.0,v_2,RSU_1
429.0,v_0,RSU_3
429.0,v_1,
429.0,v_2,RSU_1
430.0,v_0,RSU_3
430.0,v_1,
430.0,v_2,RSU_1
431.0,v_0,RSU_3
431.0,v_1,
431.0,v_2,RSU_1
432.0,v_0,RSU_3
432.0,v_1,
432.0,v_2,RSU_1
433.0,v_0,RSU_3
433.0,v_1,
433.0,v_2,RSU_1
434.0,v_0,RSU_3
434.0,v_1,
434.0,v_2,RSU_1
435.0,v_0,RSU_3
435.0,v_1,
435.0,v_2,RSU_1
436.0,v_0,RSU_3
436.0,v_1,
436.0,v_2,RSU_1
437.0,v_0,RSU_3
437.0,v_1,
437.0,v_2,RSU_1
438.0,v_0,RSU_3
438.0,v_1,
438.0,v_2,RSU_1
439.0,v_0,RSU_3
439.0,v_1,
439.0,v_2,RSU_1
440.0,v_0,RSU_3
440.0,v_1,RSU_3
440.0,v_2,RSU_1
441.0,v_0,
441.0,v_1,RSU_2
441.0,v_2,RSU_1
442.0,v_0,
442.0,v_1,RSU_2
442.0,v_2,RSU_1
443.0,v_0,
443.0,v_1,RSU_2
443.0,v_2,RSU_1
444.0,v_0,
444.0,v_1,RSU_2
444.0,v_2,RSU_1
445.0,v_0,
445.0,v_1,RSU_3
445.0,v_2,RSU_1
446.0,v_0,
446.0,v_1,RSU_3
446.0,v_2,RSU_1
447.0,v_0,
447.0,v_1,RSU_3
447.0,v_2,RSU_1
448.0,v_0,
448.0,v_1,RSU_3
448.0,v_2,RSU_1
449.0,v_0,
449.0,v_1,RSU_3
449.0,v_2,RSU_1
450.0,v_0,
450.0,v_1,RSU_3
450.0,v_2,RSU_1
451.0,v_0,RSU_4
451.0,v_1,RSU_3
451.0,v_2,RSU_1
452.0,v_0,RSU_4
452.0,v_1,RSU_3
452.0,v_2,RSU_1
453.0,v_0,RSU_4
453.0,v_1,RSU_3
453.0,v_2,RSU_1
454.0,v_0,RSU_4
454.0,v_1,RSU_3
454.0,v_2,RSU_1
455.0,v_0,RSU_4
455.0,v_1,RSU_3
455.0,v_2,RSU_1
456.0,v_0,RSU_4
456.0,v_1,RSU_3
456.0,v_2,RSU_1
457.0,v_0,RSU_4
457.0,v_1,RSU_3
457.0,v_2,RSU_1
458.0,v_0,RSU_4
458.0,v_1,RSU_3
458.0,v_2,RSU_1
459.0,v_0,RSU_4
459.0,v_1,RSU_3
459.0,v_2,RSU_1
460.0,v_0,RSU_4
460.0,v_1,RSU_3
460.0,v_2,RSU_1
461.0,v_0,RSU_4
461.0,v_1,RSU_3
461.0,v_2,RSU_1
462.0,v_0,RSU_4
462.0,v_1,RSU_3
462.0,v_2,RSU_1
463.0,v_0,RSU_4
463.0,v_1,RSU_3
463.0,v_2,RSU_1
464.0,v_0,RSU_4
464.0,v_1,RSU_3
464.0,v_2,RSU_1
465.0,v_0,RSU_4
465.0,v_1,RSU_3
465.0,v_2,RSU_1
466.0,v_0,RSU_4
466.0,v_1,RSU_3
466.0,v_2,RSU_1
467.0,v_0,RSU_4
467.0,v_1,RSU_3
467.0,v_2,RSU_1
468.0,v_0,RSU_4
468.0,v_1,RSU_3
468.0,v_2,RSU_1
469.0,v_0,RSU_4
469.0,v_1,RSU_3
469.0,v_2,RSU_1
470.0,v_0,RSU_4
470.0,v_1,RSU_3
470.0,v_2,RSU_1
471.0,v_0,RSU_4
471.0,v_1,RSU_3
471.0,v_2,RSU_1
472.0,v_0,RSU_4
472.0,v_1,RSU_3
472.0,v_2,RSU_1
473.0,v_0,RSU_4
473.0,v_1,RSU_3
473.0,v_2,RSU_1
474.0,v_0,RSU_4
474.0,v_1,RSU_3
474.0,v_2,RSU_1
475.0,v_0,RSU_4
475.0,v_1,RSU_3
475.0,v_2,RSU_1
476.0,v_0,RSU_4
476.0,v_1,RSU_3
476.0,v_2,RSU_1
477.0,v_0,RSU_4
477.0,v_1,RSU_3
477.0,v_2,RSU_1
478.0,v_0,RSU_4
478.0,v_1,RSU_3
478.0,v_2,RSU_1
479.0,v_0,RSU_4
479.0,v_1,RSU_3
479.0,v_2,RSU_1
480.0,v_0,RSU_4
480.0,v_1,RSU_3
480.0,v_2,RSU_1
481.0,v_0,RSU_4
481.0,v_1,RSU_3
481.0,v_2,RSU_1
482.0,v_0,RSU_4
482.0,v_1,RSU_3
482.0,v_2,RSU_1
483.0,v_0,RSU_4
483.0,v_1,RSU_3
483.0,v_2,RSU_1
484.0,v_0,RSU_4
484.0,v_1,RSU_3
484.0,v_2,RSU_1
485.0,v_0,RSU_4
485.0,v_1,RSU_3
485.0,v_2,RSU_1
486.0,v_0,RSU_4
486.0,v_1,RSU_3
486.0,v_2,RSU_1
487.0,v_0,RSU_4
487.0,v_1,
487.0,v_2,RSU_1
488.0,v_0,RSU_4
488.0,v_1,
488.0,v_2,RSU_1
489.0,v_0,RSU_4
489.0,v_1,
489.0,v_2,RSU_1
490.0,v_0,RSU_4
490.0,v_1,
490.0,v_2,RSU_1
491.0,v_0,RSU_4
491.0,v_1,
491.0,v_2,RSU_1
492.0,v_0,RSU_4
492.0,v_1,
492.0,v_2,RSU_1
493.0,v_0,RSU_4
493.0,v_1,
493.0,v_2,RSU_1
494.0,v_0,RSU_4
494.0,v_1,
494.0,v_2,
495.0,v_0,RSU_4
495.0,v_1,
495.0,v_2,
496.0,v_0,RSU_4
496.0,v_1,
496.0,v_2,
497.0,v_0,RSU_4
497.0,v_1,
497.0,v_2,
498.0,v_0,RSU_4
498.0,v_1,
498.0,v_2,
499.0,v_0,RSU_4
499.0,v_1,
499.0,v_2,
500.0,v_0,RSU_4
500.0,v_1,
500.0,v_2,
501.0,v_0,RSU_4
501.0,v_1,
501.0,v_2,
502.0,v_0,RSU_4
502.0,v_1,
502.0,v_2,
503.0,v_0,RSU_4
503.0,v_1,
503.0,v_2,
504.0,v_0,RSU_4
504.0,v_1,
504.0,v_2,RSU_5
505.0,v_0,RSU_4
505.0,v_1,
505.0,v_2,RSU_5
506.0,v_0,RSU_4
506.0,v_1,
506.0,v_2,RSU_5
507.0,v_0,RSU_4
507.0,v_1,RSU_2
507.0,v_2,RSU_5
508.0,v_0,RSU_4
508.0,v_1,RSU_2
508.0,v_2,RSU_5
509.0,v_0,RSU_4
509.0,v_1,RSU_2
509.0,v_2,RSU_5
510.0,v_0,RSU_4
510.0,v_1,RSU_2
510.0,v_2,RSU_5
511.0,v_0,RSU_4
511.0,v_1,RSU_2
511.0,v_2,RSU_5
512.0,v_0,RSU_4
512.0,v_1,RSU_2
512.0,v_2,RSU_5
513.0,v_0,RSU_4
513.0,v_1,RSU_2
513.0,v_2,RSU_5
514.0,v_0,RSU_4
514.0,v_1,RSU_2
514.0,v_2,RSU_5
515.0,v_0,RSU_4
515.0,v_1,RSU_2
515.0,v_2,RSU_5
516.0,v_0,RSU_4
516.0,v_1,RSU_2
516.0,v_2,RSU_5
517.0,v_0,
517.0,v_1,RSU_2
517.0,v_2,RSU_5
518.0,v_0,
518.0,v_1,RSU_2
518.0,v_2,RSU_5
519.0,v_0,
519.0,v_1,RSU_2
519.0,v_2,RSU_5
520.0,v_0,RSU_3
520.0,v_1,RSU_2
520.0,v_2,RSU_5
521.0,v_0,RSU_3
521.0,v_1,RSU_2
521.0,v_2,RSU_5
522.0,v_0,RSU_3
522.0,v_1,RSU_2
522.0,v_2,RSU_5
523.0,v_0,RSU_3
523.0,v_1,RSU_2
523.0,v_2,RSU_5
524.0,v_0,RSU_3
524.0,v_1,RSU_2
524.0,v_2,
525.0,v_0,RSU_3
525.0,v_1,RSU_2
525.0,v_2,
526.0,v_0,RSU_3
526.0,v_1,RSU_2
526.0,v_2,
527.0,v_0,RSU_3
527.0,v_1,RSU_2
527.0,v_2,
528.0,v_0,RSU_3
528.0,v_1,RSU_2
528.0,v_2,RSU_4
529.0,v_0,RSU_3
529.0,v_1,RSU_2
529.0,v_2,RSU_4
530.0,v_0,RSU_3
530.0,v_1,RSU_2
530.0,v_2,RSU_4
531.0,v_0,RSU_3
531.0,v_1,RSU_2
531.0,v_2,RSU_4
532.0,v_0,RSU_3
532.0,v_1,RSU_2
532.0,v_2,RSU_4
533.0,v_0,RSU_3
533.0,v_1,RSU_2
533.0,v_2,RSU_4
534.0,v_0,RSU_3
534.0,v_1,RSU_2
534.0,v_2,RSU_4
535.0,v_0,RSU_3
535.0,v_1,RSU_2
535.0,v_2,RSU_4
536.0,v_0,RSU_3
536.0,v_1,RSU_2
536.0,v_2,RSU_4
537.0,v_0,RSU_3
537.0,v_1,RSU_2
537.0,v_2,RSU_4
538.0,v_0,RSU_3
538.0,v_1,RSU_2
538.0,v_2,RSU_4
539.0,v_0,RSU_3
539.0,v_1,RSU_2
539.0,v_2,RSU_4
540.0,v_0,RSU_3
540.0,v_1,RSU_2
540.0,v_2,RSU_4
541.0,v_0,RSU_3
541.0,v_1,RSU_2
541.0,v_2,RSU_4
542.0,v_0,RSU_3
542.0,v_1,RSU_2
542.0,v_2,RSU_4
543.0,v_0,RSU_3
543.0,v_1,RSU_2
543.0,v_2,RSU_4
544.0,v_0,RSU_3
544.0,v_1,RSU_2
544.0,v_2,RSU_4
545.0,v_0,RSU_3
545.0,v_1,RSU_2
545.0,v_2,RSU_4
546.0,v_0,RSU_3
546.0,v_1,RSU_2
546.0,v_2,RSU_4
547.0,v_0,RSU_3
547.0,v_1,RSU_2
547.0,v_2,RSU_4
548.0,v_0,RSU_3
548.0,v_1,RSU_2
548.0,v_2,RSU_4
549.0,v_0,RSU_3
549.0,v_1,RSU_2
549.0,v_2,RSU_4
550.0,v_0,RSU_3
550.0,v_1,RSU_2
550.0,v_2,RSU_4
551.0,v_0,RSU_3
551.0,v_1,RSU_2
551.0,v_2,RSU_4
552.0,v_0,RSU_3
552.0,v_1,RSU_2
552.0,v_2,RSU_4
553.0,v_0,RSU_3
553.0,v_1,RSU_2
553.0,v_2,RSU_4
554.0,v_0,RSU_3
554.0,v_1,RSU_2
554.0,v_2,RSU_4
555.0,v_0,RSU_3
555.0,v_1,RSU_2
555.0,v_2,RSU_4
556.0,v_0,RSU_3
556.0,v_1,RSU_2
556.0,v_2,RSU_4
557.0,v_0,RSU_3
557.0,v_1,RSU_2
557.0,v_2,RSU_4
558.0,v_0,RSU_3
558.0,v_1,RSU_2
558.0,v_2,RSU_4
559.0,v_0,RSU_3
559.0,v_1,RSU_2
559.0,v_2,RSU_4
560.0,v_0,RSU_3
560.0,v_1,RSU_2
560.0,v_2,RSU_4
561.0,v_0,RSU_3
561.0,v_1,RSU_2
561.0,v_2,RSU_4
562.0,v_0,RSU_3
562.0,v_1,RSU_2
562.0,v_2,RSU_4
563.0,v_0,RSU_3
563.0,v_1,RSU_2
563.0,v_2,RSU_4
564.0,v_0,RSU_3
564.0,v_1,RSU_2
564.0,v_2,RSU_4
565.0,v_0,RSU_3
565.0,v_1,RSU_2
565.0,v_2,RSU_4
566.0,v_0,RSU_3
566.0,v_1,RSU_2
566.0,v_2,RSU_4
567.0,v_0,RSU_3
567.0,v_1,RSU_2
567.0,v_2,RSU_4
568.0,v_0,RSU_3
568.0,v_1,RSU_2
568.0,v_2,RSU_4
569.0,v_0,RSU_3
569.0,v_1,RSU_2
569.0,v_2,RSU_4
570.0,v_0,RSU_3
570.0,v_1,RSU_2
570.0,v_2,RSU_4
571.0,v_0,RSU_3
571.0,v_1,RSU_2
571.0,v_2,RSU_4
572.0,v_0,RSU_3
572.0,v_1,RSU_2
572.0,v_2,RSU_4
573.0,v_0,RSU_3
573.0,v_1,
573.0,v_2,RSU_4
574.0,v_0,RSU_3
574.0,v_1,
574.0,v_2,RSU_4
575.0,v_0,RSU_3
575.0,v_1,
575.0,v_2,RSU_4
576.0,v_0,RSU_3
576.0,v_1,RSU_6
576.0,v_2,RSU_4
577.0,v_0,RSU_3
577.0,v_1,RSU_6
577.0,v_2,RSU_4
578.0,v_0,RSU_3
578.0,v_1,RSU_6
578.0,v_2,RSU_4
579.0,v_0,
579.0,v_1,RSU_6
579.0,v_2,RSU_4
580.0,v_0,
580.0,v_1,RSU_6
580.0,v_2,RSU_4
581.0,v_0,
581.0,v_1,RSU_6
581.0,v_2,RSU_4
582.0,v_0,
582.0,v_1,RSU_6
582.0,v_2,RSU_4
583.0,v_0,
583.0,v_1,RSU_6
583.0,v_2,RSU_4
584.0,v_0,
584.0,v_1,RSU_6
584.0,v_2,RSU_4
585.0,v_0,
585.0,v_1,RSU_6
585.0,v_2,RSU_4
586.0,v_0,
586.0,v_1,RSU_6
586.0,v_2,RSU_4
587.0,v_0,
587.0,v_1,RSU_6
587.0,v_2,RSU_4
588.0,v_0,
588.0,v_1,RSU_6
588.0,v_2,RSU_4
589.0,v_0,
589.0,v_1,RSU_6
589.0,v_2,
590.0,v_0,RSU_2
590.0,v_1,RSU_6
590.0,v_2,
591.0,v_0,RSU_2
591.0,v_1,RSU_6
591.0,v_2,
592.0,v_0,RSU_2
592.0,v_1,RSU_6
592.0,v_2,
593.0,v_0,RSU_2
593.0,v_1,RSU_6
593.0,v_2,
594.0,v_0,RSU_2
594.0,v_1,RSU_6
594.0,v_2,
595.0,v_0,RSU_2
595.0,v_1,RSU_6
595.0,v_2,
596.0,v_0,RSU_2
596.0,v_1,RSU_6
596.0,v_2,
597.0,v_0,RSU_2
597.0,v_1,RSU_6
597.0,v_2,
598.0,v_0,RSU_2
598.0,v_1,RSU_6
598.0,v_2,RSU_3
599.0,v_0,RSU_2
599.0,v_1,RSU_6
599.0,v_2,RSU_3
600.0,v_0,RSU_2
600.0,v_1,RSU_6
600.0,v_2,RSU_3
601.0,v_0,RSU_2
601.0,v_1,RSU_6
601.0,v_2,RSU_3
602.0,v_0,RSU_2
602.0,v_1,RSU_6
602.0,v_2,RSU_3
603.0,v_0,RSU_2
603.0,v_1,RSU_6
603.0,v_2,RSU_3
604.0,v_0,RSU_2
604.0,v_1,RSU_6
604.0,v_2,RSU_3
605.0,v_0,RSU_2
605.0,v_1,RSU_6
605.0,v_2,RSU_3
606.0,v_0,RSU_2
606.0,v_1,RSU_6
606.0,v_2,RSU_3
607.0,v_0,RSU_2
607.0,v_1,RSU_6
607.0,v_2,RSU_3
608.0,v_0,RSU_2
608.0,v_1,RSU_6
608.0,v_2,RSU_3
609.0,v_0,RSU_2
609.0,v_1,RSU_6
609.0,v_2,RSU_3
610.0,v_0,RSU_2
610.0,v_1,RSU_6
610.0,v_2,RSU_3
611.0,v_0,RSU_2
611.0,v_1,RSU_6
611.0,v_2,RSU_3
612.0,v_0,RSU_2
612.0,v_1,RSU_6
612.0,v_2,RSU_3
613.0,v_0,RSU_2
613.0,v_1,RSU_6
613.0,v_2,RSU_3
614.0,v_0,RSU_2
614.0,v_1,RSU_6
614.0,v_2,RSU_3
615.0,v_0,RSU_2
615.0,v_1,RSU_6
615.0,v_2,RSU_3
616.0,v_0,RSU_2
616.0,v_1,RSU_6
616.0,v_2,RSU_3
617.0,v_0,RSU_2
617.0,v_1,RSU_6
617.0,v_2,RSU_3
618.0,v_0,RSU_2
618.0,v_1,RSU_6
618.0,v_2,RSU_3
619.0,v_0,RSU_2
619.0,v_1,RSU_6
619.0,v_2,RSU_3
620.0,v_0,RSU_2
620.0,v_1,RSU_6
620.0,v_2,RSU_3
621.0,v_0,RSU_2
621.0,v_1,RSU_6
621.0,v_2,RSU_3
622.0,v_0,RSU_2
622.0,v_1,RSU_6
622.0,v_2,RSU_3
623.0,v_0,RSU_2
623.0,v_1,RSU_6
623.0,v_2,RSU_3
624.0,v_0,RSU_2
624.0,v_1,RSU_6
624.0,v_2,RSU_3
625.0,v_0,RSU_2
625.0,v_1,RSU_6
625.0,v_2,RSU_3
626.0,v_0,RSU_2
626.0,v_1,RSU_6
626.0,v_2,RSU_3
627.0,v_0,RSU_2
627.0,v_1,RSU_6
627.0,v_2,RSU_3
628.0,v_0,RSU_2
628.0,v_1,RSU_6
628.0,v_2,RSU_3
629.0,v_0,RSU_2
629.0,v_1,RSU_6
629.0,v_2,RSU_3
630.0,v_0,RSU_2
630.0,v_1,RSU_6
630.0,v_2,RSU_3
631.0,v_0,RSU_2
631.0,v_1,RSU_6
631.0,v_2,RSU_3
632.0,v_0,RSU_2
632.0,v_1,RSU_6
632.0,v_2,RSU_3
633.0,v_0,RSU_2
633.0,v_1,RSU_6
633.0,v_2,RSU_3
634.0,v_0,RSU_2
634.0,v_1,RSU_6
634.0,v_2,RSU_3
635.0,v_0,RSU_2
635.0,v_1,RSU_6
635.0,v_2,RSU_3
636.0,v_0,RSU_2
636.0,v_1,RSU_6
636.0,v_2,RSU_3
637.0,v_0,RSU_2
637.0,v_1,RSU_6
637.0,v_2,RSU_3
638.0,v_0,RSU_2
638.0,v_1,RSU_0
638.0,v_2,RSU_3
639.0,v_0,RSU_2
639.0,v_1,RSU_0
639.0,v_2,RSU_3
640.0,v_0,RSU_2
640.0,v_1,RSU_0
640.0,v_2,RSU_3
641.0,v_0,RSU_2
641.0,v_1,RSU_0
641.0,v_2,RSU_3
642.0,v_0,RSU_2
642.0,v_1,RSU_0
642.0,v_2,RSU_3
643.0,v_0,RSU_2
643.0,v_1,RSU_0
643.0,v_2,RSU_3
644.0,v_0,RSU_2
644.0,v_1,RSU_0
644.0,v_2,RSU_3
645.0,v_0,RSU_2
645.0,v_1,RSU_0
645.0,v_2,RSU_3
646.0,v_0,RSU_2
646.0,v_1,RSU_0
646.0,v_2,RSU_3
647.0,v_0,RSU_2
647.0,v_1,RSU_0
647.0,v_2,RSU_3
648.0,v_0,RSU_2
648.0,v_1,RSU_0
648.0,v_2,RSU_3
649.0,v_0,RSU_2
649.0,v_1,RSU_0
649.0,v_2,RSU_3
650.0,v_0,RSU_2
650.0,v_1,RSU_0
650.0,v_2,RSU_3
651.0,v_0,RSU_2
651.0,v_1,RSU_0
651.0,v_2,RSU_3
652.0,v_0,RSU_2
652.0,v_1,RSU_0
652.0,v_2,RSU_3
653.0,v_0,RSU_2
653.0,v_1,RSU_0
653.0,v_2,RSU_3
654.0,v_0,RSU_2
654.0,v_1,RSU_0
654.0,v_2,RSU_3
655.0,v_0,RSU_2
655.0,v_1,RSU_0
655.0,v_2,RSU_3
656.0,v_0,RSU_2
656.0,v_1,RSU_0
656.0,v_2,RSU_3
657.0,v_0,RSU_2
657.0,v_1,RSU_0
657.0,v_2,RSU_3
658.0,v_0,RSU_2
658.0,v_1,RSU_0
658.0,v_2,RSU_3
659.0,v_0,RSU_2
659.0,v_1,RSU_0
659.0,v_2,RSU_3
660.0,v_0,RSU_2
660.0,v_1,RSU_0
660.0,v_2,RSU_3
661.0,v_0,RSU_2
661.0,v_1,RSU_0
661.0,v_2,RSU_3
662.0,v_0,RSU_2
662.0,v_1,RSU_0
662.0,v_2,RSU_3
663.0,v_0,RSU_2
663.0,v_1,RSU_0
663.0,v_2,RSU_3
664.0,v_0,RSU_2
664.0,v_1,RSU_0
664.0,v_2,RSU_3
